relative_position	route	source_lexicality	interpolated_error_rate
0.19191919191919193	wm	real	0.0
0.20202020202020204	wm	real	0.0
0.21212121212121213	wm	real	0.0
0.22222222222222224	wm	real	0.0
0.23232323232323235	wm	real	0.0
0.24242424242424243	wm	real	0.0
0.25252525252525254	wm	real	0.0
0.26262626262626265	wm	real	0.0
0.27272727272727276	wm	real	0.0
0.2828282828282829	wm	real	0.0
0.29292929292929293	wm	real	0.0
0.30303030303030304	wm	real	0.0
0.31313131313131315	wm	real	0.0
0.32323232323232326	wm	real	0.0
0.33333333333333337	wm	real	0.0
0.3434343434343435	wm	real	0.0
0.3535353535353536	wm	real	0.0
0.36363636363636365	wm	real	0.0
0.37373737373737376	wm	real	0.0
0.38383838383838387	wm	real	0.0
0.393939393939394	wm	real	0.0
0.4040404040404041	wm	real	0.0
0.4141414141414142	wm	real	0.0
0.42424242424242425	wm	real	0.0
0.43434343434343436	wm	real	0.0
0.4444444444444445	wm	real	0.0
0.4545454545454546	wm	real	0.0
0.4646464646464647	wm	real	0.0
0.4747474747474748	wm	real	0.0
0.48484848484848486	wm	real	0.0
0.494949494949495	wm	real	0.0
0.5050505050505051	wm	real	0.0
0.5151515151515152	wm	real	0.0
0.5252525252525253	wm	real	0.0
0.5353535353535354	wm	real	0.0
0.5454545454545455	wm	real	0.0
0.5555555555555556	wm	real	0.0
0.5656565656565657	wm	real	0.0
0.5757575757575758	wm	real	0.0
0.5858585858585859	wm	real	0.0
0.595959595959596	wm	real	0.0
0.6060606060606061	wm	real	0.0
0.6161616161616162	wm	real	0.0
0.6262626262626263	wm	real	0.0
0.6363636363636365	wm	real	0.0
0.6464646464646465	wm	real	0.0
0.6565656565656566	wm	real	0.0
0.6666666666666667	wm	real	0.0
0.6767676767676768	wm	real	0.0
0.686868686868687	wm	real	0.0
0.696969696969697	wm	real	0.0
0.7070707070707072	wm	real	0.0
0.7171717171717172	wm	real	0.0
0.7272727272727273	wm	real	0.0
0.7373737373737375	wm	real	0.0
0.7474747474747475	wm	real	0.0
0.7575757575757577	wm	real	0.0
0.7676767676767677	wm	real	0.0
0.7777777777777778	wm	real	0.0
0.787878787878788	wm	real	0.0
0.797979797979798	wm	real	0.0
0.8080808080808082	wm	real	0.0
0.8181818181818182	wm	real	0.0
0.8282828282828284	wm	real	0.0
0.8383838383838385	wm	real	0.0
0.8484848484848485	wm	real	0.0
0.8585858585858587	wm	real	0.0
0.8686868686868687	wm	real	0.0
0.8787878787878789	wm	real	0.0
0.888888888888889	wm	real	0.0
0.8989898989898991	wm	real	0.0
0.9090909090909092	wm	real	0.0
0.9191919191919192	wm	real	0.0
0.9292929292929294	wm	real	0.0
0.9393939393939394	wm	real	0.0
0.9494949494949496	wm	real	0.0
0.9595959595959597	wm	real	0.0
0.9696969696969697	wm	real	0.0
0.9797979797979799	wm	real	0.0
0.98989898989899	wm	real	0.0
1.0	wm	real	0.0
0.0	wm	pseudo	0.0
0.010101010101010102	wm	pseudo	0.0
0.020202020202020204	wm	pseudo	0.0
0.030303030303030304	wm	pseudo	0.0
0.04040404040404041	wm	pseudo	0.0
0.05050505050505051	wm	pseudo	0.0
0.06060606060606061	wm	pseudo	0.0
0.07070707070707072	wm	pseudo	0.0
0.08080808080808081	wm	pseudo	0.0
0.09090909090909091	wm	pseudo	0.0
0.10101010101010102	wm	pseudo	0.0
0.11111111111111112	wm	pseudo	0.0
0.12121212121212122	wm	pseudo	0.0
0.13131313131313133	wm	pseudo	0.0
0.14141414141414144	wm	pseudo	0.0
0.15151515151515152	wm	pseudo	0.0
0.16161616161616163	wm	pseudo	0.0
0.17171717171717174	wm	pseudo	0.0
0.18181818181818182	wm	pseudo	0.0
0.19191919191919193	wm	pseudo	0.0
0.20202020202020204	wm	pseudo	0.0
0.21212121212121213	wm	pseudo	0.0
0.22222222222222224	wm	pseudo	0.0
0.23232323232323235	wm	pseudo	0.0
0.24242424242424243	wm	pseudo	0.0
0.25252525252525254	wm	pseudo	5.166229918597495e-07
0.26262626262626265	wm	pseudo	1.2388408478269393e-05
