route	source_lexicality	label	relative_position	interpolated_error_rate	n_items_x_seeds_total
ltm	pseudo	Pseudowords	0.020202020202020204	0.01782181070193077	1600
ltm	pseudo	Pseudowords	0.030303030303030304	0.018036163032782115	1600
ltm	pseudo	Pseudowords	0.04040404040404041	0.01828325605631029	1600
ltm	pseudo	Pseudowords	0.05050505050505051	0.018560921802079938	1600
ltm	pseudo	Pseudowords	0.06060606060606061	0.018866992299655713	1600
ltm	pseudo	Pseudowords	0.07070707070707072	0.019199299578602246	1600
ltm	pseudo	Pseudowords	0.08080808080808081	0.019555675668484197	1600
ltm	pseudo	Pseudowords	0.09090909090909091	0.019933952598866198	1600
ltm	pseudo	Pseudowords	0.10101010101010102	0.0203319623993129	1600
ltm	pseudo	Pseudowords	0.11111111111111112	0.020747537099388952	1600
ltm	pseudo	Pseudowords	0.12121212121212122	0.021178508728658993	1600
ltm	pseudo	Pseudowords	0.13131313131313133	0.02165798624335323	1600
ltm	pseudo	Pseudowords	0.14141414141414144	0.022307153684460967	1600
ltm	pseudo	Pseudowords	0.15151515151515152	0.023129858792643666	1600
ltm	pseudo	Pseudowords	0.16161616161616163	0.024125723906036213	1600
ltm	pseudo	Pseudowords	0.17171717171717174	0.025274146926800647	1600
ltm	pseudo	Pseudowords	0.18181818181818182	0.026571157159060995	1600
ltm	pseudo	Pseudowords	0.19191919191919193	0.027994472541063336	1600
ltm	pseudo	Pseudowords	0.20202020202020204	0.029518249608846813	1600
ltm	pseudo	Pseudowords	0.21212121212121213	0.031116644898450563	1600
ltm	pseudo	Pseudowords	0.22222222222222224	0.03276381494591371	1600
ltm	pseudo	Pseudowords	0.23232323232323235	0.034433916287275414	1600
